Variable	Type	Description	Workflow
tbp_parser_genome_percent_coverage	Float	The percent breadth of coverage across the entire genome	TBProfiler_tNGS, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
tbp_parser_laboratorian_report_csv	File	An output file containing information regarding each mutation and its associated drug resistance profile in a CSV file. This file also contains two interpretation fields -- "Looker" and "MDL" which are generated using the CDC's expert rules for interpreting the severity of potential drug resistance mutations.	TBProfiler_tNGS, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
tbp_parser_lims_report_csv	File	An output file formatted specifically for STAR LIMS. This CSV report summarizes the highest severity mutations for each antimicrobial and lists the relevant mutations for each gene.	TBProfiler_tNGS, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
tbp_parser_looker_report_csv	File	An output file that contains condensed information suitable for generating a dashboard in Google's Looker studio.	TBProfiler_tNGS, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
tbp_parser_version	String	The version number of tbp_parser	TBProfiler_tNGS, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
tbprofiler_dr_type	String	The drug resistance category as determined by TBProfiler (sensitive, Pre-MDR, MDR, Pre-XDR, XDR)	TBProfiler_tNGS, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
tbprofiler_main_lineage	String	The Mycobacterium tuberculosis lineage assignment as made by TBProfiler	TBProfiler_tNGS, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
tbprofiler_median_depth	Float	The median depth of the H37Rv TB reference genome covered by the sample	TheiaProk_ONT, TheiaProk_Illumina_PE, TBProfiler_tNGS
tbprofiler_num_dr_variants	String	The total number of drug resistance conferring variants detected by TBProfiler	TBProfiler_tNGS
tbprofiler_num_other_variants	String	The total number of non-drug resistance conferring variants detected by TBProfiler	TBProfiler_tNGS
tbprofiler_output_alignment_bai	File	The index file associated with the binary alignment map of the input reads against the H37Rv genome	TBProfiler_tNGS
tbprofiler_output_alignment_bam	File	The binary alignment map of the input reads against the H37Rv genome	TBProfiler_tNGS
tbprofiler_output_bai	File	Index BAM file generated by mapping sequencing reads to reference genome by TBProfiler	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
tbprofiler_output_bam	File	BAM alignment file produced by TBProfiler	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
tbprofiler_output_file	File	CSV report from TBProfiler	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
tbprofiler_output_vcf	File	VCF file output from TBProfiler; the concatenation of all of the different VCF files produced during TBProfiler analysis	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
tbprofiler_pct_reads_mapped	Float	The percentage of reads that successfully mapped to the H37Rv genome	TBProfiler_tNGS, TheiaProk_ONT, TheiaProk_Illumina_PE
tbprofiler_report_csv	File	The raw output file from TBProfiler	TBProfiler_tNGS
tbprofiler_report_json	File	The json output file from TBProfiler	TBProfiler_tNGS
tbprofiler_report_tsv	File	The TSV output file from TBProfiler	TBProfiler_tNGS
tbprofiler_resistance_genes	String	The genes in which a mutation was detected that may be resistance conferring	TBProfiler_tNGS, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
tbprofiler_sub_lineage	String	The Mycobacterium tuberculosis sub-lineage assignment as made by TBProfiler	TBProfiler_tNGS, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
tbprofiler_tngs_wf_analysis_date	String	The date on which the workflow was run	TBProfiler_tNGS
tbprofiler_tngs_wf_version	String	The version of the tbprofiler_tngs workflow used for this analysis	TBProfiler_tNGS
tbprofiler_version	String	The version of TBProfiler used for this analysis	TBProfiler_tNGS, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
terra_2_gisaid_analysis_date	String	The date of the analysis	Terra_2_GISAID
terra_2_gisaid_version	String	The version of the PHB repository that this workflow is hosted in	Terra_2_GISAID
terra_2_ncbi_analysis_date	String	Date that the workflow was run	Terra_2_NCBI
terra_2_ncbi_version	String	Version of the PHB repository where the workflow is hosted	Terra_2_NCBI
terra_table_tsv	File	TSV file used when uploading the Terra table of FASTQ files	Dorado_Basecalling
theiacov_clearlabs_analysis_date	String	Date of analysis	TheiaCoV_ClearLabs
theiacov_clearlabs_version	String	Version of PHB used for running the workflow	TheiaCoV_ClearLabs
theiacov_fasta_analysis_date	String	Date of analysis	TheiaCoV_FASTA
theiacov_fasta_batch_analysis_date	String	Date that the workflow was run.	TheiaCoV_FASTA_Batch
theiacov_fasta_batch_version	String	Version of the workflow that was used.	TheiaCoV_FASTA_Batch
theiacov_fasta_version	String	Version of PHB used for running the workflow	TheiaCoV_FASTA
theiacov_illumina_pe_analysis_date	String	Date of analysis	TheiaCoV_Illumina_PE
theiacov_illumina_pe_version	String	Version of PHB used for running the workflow	TheiaCoV_Illumina_PE
theiacov_illumina_se_analysis_date	String	Date of analysis	TheiaCoV_Illumina_SE
theiacov_illumina_se_version	String	Version of PHB used for running the workflow	TheiaCoV_Illumina_SE
theiacov_ont_analysis_date	String	Date of analysis	TheiaCoV_ONT
theiacov_ont_version	String	Version of PHB used for running the workflow	TheiaCoV_ONT
theiaeuk_illumina_pe_analysis_date	String	Date of TheiaEuk PE workflow execution	TheiaEuk_Illumina_PE, TheiaEuk_ONT
theiaeuk_illumina_pe_version	String	TheiaEuk PE workflow version used	TheiaEuk_Illumina_PE, TheiaEuk_ONT
theiaeuk_snippy_variants_bai	String	BAI file produced by the snippy module	TheiaEuk_Illumina_PE, TheiaEuk_ONT
theiaeuk_snippy_variants_bam	String	BAM file produced by the snippy module	TheiaEuk_Illumina_PE, TheiaEuk_ONT
theiaeuk_snippy_variants_coverage_tsv	String	TSV file containing coverage information for each base in the reference genome	TheiaEuk_Illumina_PE, TheiaEuk_ONT
theiaeuk_snippy_variants_gene_query_results	File	File containing all lines from variants file matching gene query terms	TheiaEuk_Illumina_PE, TheiaEuk_ONT
theiaeuk_snippy_variants_hits	String	String of all variant file entries matching gene query term	TheiaEuk_Illumina_PE, TheiaEuk_ONT
theiaeuk_snippy_variants_num_reads_aligned	String	Number of reads aligned by snippy	TheiaEuk_Illumina_PE, TheiaEuk_ONT
theiaeuk_snippy_variants_num_variants	Int	Number of variants detected by snippy	TheiaEuk_Illumina_PE, TheiaEuk_ONT
theiaeuk_snippy_variants_outdir_tarball	File	Tar compressed file containing full snippy output directory	TheiaEuk_Illumina_PE, TheiaEuk_ONT
theiaeuk_snippy_variants_percent_ref_coverage	String	Percent of reference genome covered by snippy	TheiaEuk_Illumina_PE, TheiaEuk_ONT
theiaeuk_snippy_variants_query	String	The gene query term(s) used to search variant	TheiaEuk_Illumina_PE, TheiaEuk_ONT
theiaeuk_snippy_variants_query_check	String	Were the gene query terms present in the refence annotated genome file	TheiaEuk_Illumina_PE, TheiaEuk_ONT
theiaeuk_snippy_variants_reference_genome	File	The reference genome used in the alignment and variant calling	TheiaEuk_Illumina_PE, TheiaEuk_ONT
theiaeuk_snippy_variants_results	File	The variants file produced by snippy	TheiaEuk_Illumina_PE, TheiaEuk_ONT
theiaeuk_snippy_variants_summary	File	A file summarizing the variants detected by snippy	TheiaEuk_Illumina_PE, TheiaEuk_ONT
theiaeuk_snippy_variants_version	String	The version of the snippy_variants module being used	TheiaEuk_Illumina_PE, TheiaEuk_ONT
theiameta_illumina_pe_analysis_date	String	The date of analysis	TheiaMeta_Illumina_PE
theiameta_illumina_pe_version	String	The version of TheiaMeta used during execution	TheiaMeta_Illumina_PE
theiaprok_fasta_analysis_date	String	Date of TheiaProk FASTA workflow execution	TheiaProk_FASTA
theiaprok_fasta_version	String	Version of TheiaProk FASTA workflow execution	TheiaProk_FASTA
theiaprok_illumina_pe_analysis_date	String	Date of TheiaProk PE workflow execution	TheiaProk_Illumina_PE
theiaprok_illumina_pe_version	String	Version of TheiaProk PE workflow execution	TheiaProk_Illumina_PE
theiaprok_illumina_se_analysis_date	String	Date of TheiaProk SE workflow execution	TheiaProk_Illumina_SE
theiaprok_illumina_se_version	String	Version of TheiaProk SE workflow execution	TheiaProk_Illumina_SE
theiaprok_ont_analysis_date	String	Date of TheiaProk ONT workflow execution	TheiaProk_ONT
theiaprok_ont_version	String	Version of TheiaProk ONT workflow execution	TheiaProk_ONT
theiavalidate_criteria_differences	File	A TSV file that lists only the differences that fail to meet the validation criteria	TheiaValidate
theiavalidate_date	String	The date the analysis was run	TheiaValidate
theiavalidate_diffs	Array[File]	An array of files with a single file for each file comparison performed; only has values if a column with files is compared	TheiaValidate
theiavalidate_exact_differences	File	A TSV file that lists all exact string match differences between samples	TheiaValidate
theiavalidate_filtered_input_table1	File	The first data table used for validation after removing unexamined columns and translating column names	TheiaValidate
theiavalidate_filtered_input_table2	File	The second data table used for validation after removing unexamined columns and translating column names	TheiaValidate
theiavalidate_report	File	A PDF summary report	TheiaValidate
theiavalidate_status	String	Indicates whether or not validation was attempted	TheiaValidate
theiavalidate_version	String	The version of the TheiaValidate Python Docker	TheiaValidate
theiavalidate_wf_version	String	The version of the PHB repository	TheiaValidate
time_tree	File	The time tree created in Newick (.nwk) format	Augur
traits_json	File	A JSON file containing sample traits	Augur
transfer_column_content_analysis_date	String	The date the workflow was run	Transfer_Column_Content
transfer_column_content_version	String	The version of the repository the workflow is hosted in	Transfer_Column_Content
transferred_files	File	A list of all of the files now located at the target bucket location (GSURI)	Transfer_Column_Content
nextclade_batch_auspice_json	File	Phylogenetic tree with user placed samples	Nextclade_Batch
nextclade_batch_nextclade_docker	String	Nextclade docker image used	Nextclade_Batch
nextclade_batch_nextclade_json	File	JSON file with the results of the Nextclade analysis	Nextclade_Batch
nextclade_batch_nextclade_tsv	File	Tab-delimited file with Nextclade results	Nextclade_Batch
nextclade_batch_nextclade_version	String	Nextclade version used	Nextclade_Batch
trimmomatic_docker	String	The docker image used for the trimmomatic module in this workflow	Freyja (Illumina paired-end), Freyja (Illumina single-end), TBProfiler_tNGS, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE, TheiaEuk_Illumina_PE, TheiaMeta_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE, TheiaViral_Illumina_PE
trimmomatic_read1_trimmed	File	The read1 file post trimming	TBProfiler_tNGS
trimmomatic_read2_trimmed	File	The read2 file post trimming	TBProfiler_tNGS
trimmomatic_stats	File	The read trimming statistics	TBProfiler_tNGS
trimmomatic_version	String	The version of Trimmomatic used	Freyja (Illumina paired-end), Freyja (Illumina single-end), TBProfiler_tNGS, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE, TheiaEuk_Illumina_PE, TheiaMeta_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE, TheiaViral_Illumina_PE
ts_mlst_allelic_profile	String	Profile of MLST loci and allele numbers predicted by MLST	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
ts_mlst_secondary_allelic_profile	String	Profile of alleles predicted by secondary MLST run	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
ts_mlst_docker	String	Docker image used for MLST	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
ts_mlst_novel_alleles	File	FASTA file containing nucleotide sequence of any alleles that are not in the MLST database used by TheiaProk	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
ts_mlst_secondary_novel_alleles	File	FASTA file containing nucleotide sequence of any alleles that are not in the MLST database used by TheiaProk, from the secondary scheme run	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
ts_mlst_predicted_st	String	ST predicted by MLST	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
ts_mlst_predicted_secondary_st	String	ST predicted by secondary MLST run	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
ts_mlst_pubmlst_scheme	String	PubMLST scheme used byMLST	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
ts_mlst_pubmlst_secondary_scheme	String	PubMLST secondary scheme used by MLST	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
ts_mlst_results	File	TSV report with detailed MLST profile, including <https://github.com/tseemann/mlst#missing-data>	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
ts_mlst_version	String	Version of Torsten Seeman’s MLST tool used	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
usher_clades	File	The clades predicted for the samples	Usher
usher_phb_analysis_date	String	The date the analysis was run	Usher
usher_phb_version	String	The version of PHB the workflow is from	Usher
usher_protobuf_version	String	The version of the mutation-annotated protobuf tree (what day and what samples are included, if a default organism was used; otherwise, says it was user-provided)	Usher
usher_subtree_mutations	Array[File]	An array of files showing the mutations at each internal node for the subtree	Usher
usher_subtrees	Array[File]	An array of subtrees where your samples have been placed	Usher
usher_uncondensed_tree	File	The entire global tree with your samples included (warning: may be a very large file if the organism is "sars-cov-2")	Usher
usher_version	String	The version of UShER used	Usher
vadr_alerts_list	File	A file containing all of the fatal alerts as determined by VADR	VADR_Update, TheiaCoV_ClearLabs, TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE, TheiaViral_Illumina_PE, TheiaViral_ONT
vadr_all_outputs_tar_gz	File	A .tar.gz file (gzip-compressed tar archive file) containing all outputs from the VADR command v-annotate.pl. This file must be uncompressed & extracted to see the many files within. See <https://github.com/ncbi/vadr/blob/master/documentation/formats.md#format-of-v-annotatepl-output-files> for more complete description of all files present within the archive. Useful when deeply investigating a sample's genome & annotations.	TheiaCoV_ClearLabs, TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE, TheiaViral_Illumina_PE, TheiaViral_ONT
vadr_classification_summary_file	File	Per-sequence tabular classification file. See <https://github.com/ncbi/vadr/blob/master/documentation/formats.md#explanation-of-sqc-suffixed-output-files> for more complete description.	TheiaCoV_ClearLabs, TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE, TheiaViral_Illumina_PE, TheiaViral_ONT
vadr_docker	String	Docker image used to run VADR	VADR_Update, TheiaCoV_ClearLabs, TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE, TheiaViral_Illumina_PE, TheiaViral_ONT
vadr_fastas_zip_archive	File	Zip archive containing all fasta files created during VADR analysis	VADR_Update, TheiaCoV_ClearLabs, TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE, TheiaViral_Illumina_PE, TheiaViral_ONT
vadr_feature_tbl_fail	File	5 column feature table output for failing sequences. See <https://github.com/ncbi/vadr/blob/master/documentation/formats.md#format-of-v-annotatepl-output-files> for more complete description.	TheiaCoV_ClearLabs, TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE, TheiaViral_Illumina_PE, TheiaViral_ONT
vadr_feature_tbl_pass	File	5 column feature table output for passing sequences. See <https://github.com/ncbi/vadr/blob/master/documentation/formats.md#format-of-v-annotatepl-output-files> for more complete description.	TheiaCoV_ClearLabs, TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE, TheiaViral_Illumina_PE, TheiaViral_ONT
vadr_num_alerts	String	Number of fatal alerts as determined by VADR	VADR_Update, TheiaCoV_ClearLabs, TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE, TheiaViral_Illumina_PE, TheiaViral_ONT
vadr_update_analysis_date	String	Date of analysis	VADR_Update
vadr_update_version	String	Version of the Public Health Bioinformatics (PHB) repository used	VADR_Update
variants_from_ref_vcf	File	Number of variants relative to the reference genome	TheiaCoV_ClearLabs
vibecheck_classification_notes	String	Additional information provided by Vibecheck during classification	TheiaProk_Illumina_PE
vibecheck_confidence	Float	How confidence lineage assignment is. 0 - uncertain; 100 - Very certain	TheiaProk_Illumina_PE
vibecheck_docker	String	Docker image used by Vibecheck task	TheiaProk_Illumina_PE
vibecheck_lineage_report	File	Output CSV file created by Vibecheck	TheiaProk_Illumina_PE
vibecheck_top_lineage	String	Most likely lineage assigned by Vibecheck	TheiaProk_Illumina_PE
vibecheck_version	String	Version of Vibecheck used	TheiaProk_Illumina_PE
virulencefinder_docker	String	VirulenceFinder docker image used	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
virulencefinder_hits	String	Virulence genes detected by VirulenceFinder	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
virulencefinder_report_tsv	File	Output TSV file created by VirulenceFinder	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
zip_column_content_analysis_date	String	The date the workflow was run	Zip_Column_Content
zip_column_content_version	String	The version of the repository the workflow is hosted in	Zip_Column_Content
zipped_files	File	The zipped file containing all of the items from the column you selected.	Zip_Column_Content
ena_accessions	File	Text file containing the accession numbers generated by ENA submission	Terra_2_ENA
ena_docker_image	String	Docker image used for ENA submission processing	Terra_2_ENA
ena_excluded_samples	File	Text file listing samples that were excluded from ENA submission	Terra_2_ENA
ena_file_paths_json	File	JSON file containing paths to the files submitted to ENA	Terra_2_ENA
ena_metadata_accessions	File	File containing metadata and their corresponding accessions from ENA	Terra_2_ENA
ena_registration_log	File	Log file detailing the ENA registration process	Terra_2_ENA
ena_registration_summary	File	Summary file of the ENA registration results	Terra_2_ENA
ena_registration_success	String	String indicating whether the ENA registration was successful	Terra_2_ENA
ena_submission_report_files	Array[File]	Array of report files containing the results of the ENA submission	Terra_2_ENA
ena_submission_manifest_files	Array[File]	Array of manifest files used for ENA submission. Each file corresponds to a sample and contains metadata and file paths	Terra_2_ENA
ena_webincli_results	File	File containing the cumulative results of the ENA submission	Terra_2_ENA
prepped_ena_data	File	Prepared data formatted for ENA submission	Terra_2_ENA
Terra_2_ENA_analysis_date	String	Date the Terra to ENA workflow was run	Terra_2_ENA
Terra_2_ENA_version	String	Version of the Terra to ENA workflow used	Terra_2_ENA
terra_table	File	Terra table file used for submission to ENA	Terra_2_ENA
assembly_consensus_fasta	File	Final consensus assembly in FASTA format	TheiaViral_Illumina_PE, TheiaViral_ONT
assembly_denovo_fasta	File	De novo assembly in FASTA format	TheiaViral_Illumina_PE, TheiaViral_ONT
bbduk_read1_clean	File	Clean forward reads after BBDuk processing	TheiaViral_Illumina_PE
bbduk_read2_clean	File	Clean reverse reads after BBDuk processing	TheiaViral_Illumina_PE
bwa_aligned_bai	File	BAM index file for reads aligned to reference	TheiaViral_Illumina_PE
bwa_read1_aligned	File	Forward reads aligned to reference	TheiaViral_Illumina_PE
bwa_read1_unaligned	File	Forward reads not aligned to reference	TheiaViral_Illumina_PE
bwa_read2_aligned	File	Reverse reads aligned to reference	TheiaViral_Illumina_PE
bwa_read2_unaligned	File	Reverse reads not aligned to reference	TheiaViral_Illumina_PE
bwa_samtools_version	String	Version of samtools used by BWA	TheiaViral_Illumina_PE
bwa_sorted_bam	File	Sorted BAM file of reads aligned to reference	TheiaViral_Illumina_PE
bwa_sorted_bai	File	Sorted BAM index file of reads aligned to reference	TheiaViral_Illumina_PE
checkv_consensus_contamination	Float	Contamination estimate for consensus assembly from CheckV	TheiaViral_Illumina_PE, TheiaViral_ONT
checkv_consensus_summary	File	Summary report from CheckV for consensus assembly	TheiaViral_Illumina_PE, TheiaViral_ONT
checkv_consensus_total_genes	Int	Number of genes detected in consensus assembly by CheckV	TheiaViral_Illumina_PE, TheiaViral_ONT
checkv_consensus_version	String	Version of CheckV used for consensus assembly	TheiaViral_Illumina_PE, TheiaViral_ONT
checkv_consensus_weighted_completeness	Float	Weighted completeness score for consensus assembly from CheckV	TheiaViral_Illumina_PE, TheiaViral_ONT
checkv_consensus_weighted_contamination	Float	Weighted contamination score for consensus assembly from CheckV	TheiaViral_Illumina_PE, TheiaViral_ONT
checkv_denovo_contamination	Float	Contamination estimate for de novo assembly from CheckV	TheiaViral_Illumina_PE, TheiaViral_ONT
checkv_denovo_summary	File	Summary report from CheckV for de novo assembly	TheiaViral_Illumina_PE, TheiaViral_ONT
checkv_denovo_total_genes	Int	Number of genes detected in de novo assembly by CheckV	TheiaViral_Illumina_PE, TheiaViral_ONT
checkv_denovo_version	String	Version of CheckV used for de novo assembly	TheiaViral_Illumina_PE, TheiaViral_ONT
checkv_denovo_weighted_completeness	Float	Weighted completeness score for de novo assembly from CheckV	TheiaViral_Illumina_PE, TheiaViral_ONT
checkv_denovo_weighted_contamination	Float	Weighted contamination score for de novo assembly from CheckV	TheiaViral_Illumina_PE, TheiaViral_ONT
consensus_qc_assembly_length_unambiguous	Int	Length of consensus assembly excluding ambiguous bases	TheiaViral_Illumina_PE, TheiaViral_ONT
consensus_qc_number_Degenerate	Int	Number of degenerate bases in consensus assembly	TheiaViral_Illumina_PE, TheiaViral_ONT
consensus_qc_number_N	Int	Number of N bases in consensus assembly	TheiaViral_Illumina_PE, TheiaViral_ONT
consensus_qc_number_Total	Int	Total number of bases in consensus assembly	TheiaViral_Illumina_PE, TheiaViral_ONT
consensus_qc_percent_reference_coverage	Float	Percent of reference genome covered in consensus assembly	TheiaViral_Illumina_PE, TheiaViral_ONT
fastq_scan_clean_pairs	Int	Number of read pairs after cleaning	TheiaViral_Illumina_PE
fastq_scan_raw_pairs	Int	Number of raw read pairs	TheiaViral_Illumina_PE
kraken2_extracted_read1	File	Forward reads extracted by taxonomic classification	TheiaViral_Illumina_PE
kraken2_extracted_read2	File	Reverse reads extracted by taxonomic classification	TheiaViral_Illumina_PE
kraken_database	File	Database used for Kraken classification	TheiaViral_Illumina_PE
kraken_docker	String	Docker image used for Kraken	TheiaViral_Illumina_PE
megahit_status	String	Status of the MEGAHIT assembly	TheiaViral_Illumina_PE
megahit_docker	String	Docker image used for MEGAHIT	TheiaViral_Illumina_PE
megahit_version	String	Version of MEGAHIT used	TheiaViral_Illumina_PE
metaviralspades_docker	String	Docker image used for MetaviralSPAdes	TheiaViral_Illumina_PE
metaviralspades_status	String	Status of MetaviralSPAdes assembly	TheiaViral_Illumina_PE
metaviralspades_version	String	Version of MetaviralSPAdes used	TheiaViral_Illumina_PE
ncbi_datasets_docker	String	Docker image used for NCBI datasets	TheiaViral_Illumina_PE, TheiaViral_ONT
ncbi_datasets_version	String	Version of NCBI datasets used	TheiaViral_Illumina_PE, TheiaViral_ONT
ncbi_identify_taxon_summary_tsv	File	TSV file with taxa specific summary from NCBI	TheiaViral_Illumina_PE, TheiaViral_ONT
ncbi_identify_genome_summary_tsv	File	TSV file with genome summary from NCBI	TheiaViral_Illumina_PE, TheiaViral_ONT
ncbi_identify_read_extraction_rank	String	Taxonomic rank used for read extraction	TheiaViral_Illumina_PE, TheiaViral_ONT
ncbi_identify_taxon_id	String	NCBI taxonomy ID of identified organism	TheiaViral_Illumina_PE, TheiaViral_ONT
ncbi_identify_taxon_name	String	Name of identified taxon	TheiaViral_Illumina_PE, TheiaViral_ONT
ncbi_identify_avg_genome_length	Int	Average genome length from NCBI taxon summary	TheiaViral_Illumina_PE, TheiaViral_ONT
ncbi_identify_accession	String	NCBI accession ID of identified taxon	TheiaViral_Illumina_PE, TheiaViral_ONT
quast_denovo_docker	String	Docker image used for QUAST	TheiaViral_Illumina_PE, TheiaViral_ONT
quast_denovo_gc_percent	Float	GC percentage of de novo assembly from QUAST	TheiaViral_Illumina_PE, TheiaViral_ONT
quast_denovo_genome_length	Int	Genome length of de novo assembly from QUAST	TheiaViral_Illumina_PE, TheiaViral_ONT
quast_denovo_largest_contig	Int	Size of largest contig in de novo assembly from QUAST	TheiaViral_Illumina_PE, TheiaViral_ONT
quast_denovo_n50_value	Int	N50 value of de novo assembly from QUAST	TheiaViral_Illumina_PE, TheiaViral_ONT
quast_denovo_number_contigs	Int	Number of contigs in de novo assembly from QUAST	TheiaViral_Illumina_PE, TheiaViral_ONT
quast_denovo_report	File	QUAST report for de novo assembly	TheiaViral_Illumina_PE, TheiaViral_ONT
quast_denovo_uncalled_bases	Int	Number of uncalled bases in de novo assembly from QUAST	TheiaViral_Illumina_PE, TheiaViral_ONT
quast_denovo_version	String	Version of QUAST used	TheiaViral_Illumina_PE, TheiaViral_ONT
read_mapping_coverage	Float	Average coverage from read mapping	TheiaViral_Illumina_PE, TheiaViral_ONT
read_mapping_cov_hist	File	Coverage histogram from read mapping	TheiaViral_Illumina_PE, TheiaViral_ONT
read_mapping_cov_stats	File	Coverage statistics from read mapping	TheiaViral_Illumina_PE, TheiaViral_ONT
read_mapping_date	String	Date of read mapping analysis	TheiaViral_Illumina_PE, TheiaViral_ONT
read_mapping_depth	Float	Average depth from read mapping	TheiaViral_Illumina_PE, TheiaViral_ONT
read_mapping_flagstat	File	Flagstat file from read mapping	TheiaViral_Illumina_PE, TheiaViral_ONT
read_mapping_meanbaseq	Float	Mean base quality from read mapping	TheiaViral_Illumina_PE, TheiaViral_ONT
read_mapping_meanmapq	Float	Mean mapping quality from read mapping	TheiaViral_Illumina_PE, TheiaViral_ONT
read_mapping_percentage_mapped_reads	Float	Percentage of mapped reads	TheiaViral_Illumina_PE, TheiaViral_ONT
read_mapping_report	File	Report file from read mapping	TheiaViral_Illumina_PE, TheiaViral_ONT
read_mapping_samtools_version	String	Version of samtools used in read mapping	TheiaViral_Illumina_PE, TheiaViral_ONT
read_mapping_statistics	File	Statistics file from read mapping	TheiaViral_Illumina_PE, TheiaViral_ONT
skani_database	File	Database used for Skani	TheiaViral_Illumina_PE, TheiaViral_ONT
skani_docker	String	Docker image used for Skani	TheiaViral_Illumina_PE, TheiaViral_ONT
skani_report	File	Report from Skani	TheiaViral_Illumina_PE, TheiaViral_ONT
skani_top_accession	String	Top accession ID from Skani	TheiaViral_Illumina_PE, TheiaViral_ONT
skani_top_ani	Float	Top ANI score from Skani	TheiaViral_Illumina_PE, TheiaViral_ONT
skani_top_ani_fasta	File	FASTA file of top ANI match from Skani	TheiaViral_Illumina_PE, TheiaViral_ONT
skani_top_query_coverage	Float	Query coverage of top match from Skani	TheiaViral_Illumina_PE, TheiaViral_ONT
skani_top_score	Float	Top score from Skani	TheiaViral_Illumina_PE, TheiaViral_ONT
skani_warning	String	Skani warning message	TheiaViral_Illumina_PE, TheiaViral_ONT
skani_status	String	Status of Skani analysis	TheiaViral_Illumina_PE, TheiaViral_ONT
skani_version	String	Version of Skani used	TheiaViral_Illumina_PE, TheiaViral_ONT
theiaviral_illumina_pe_date	String	Date of TheiaViral Illumina PE workflow run	TheiaViral_Illumina_PE
theiaviral_illumina_pe_version	String	Version of TheiaViral Illumina PE workflow	TheiaViral_Illumina_PE
assembly_to_ref_bai	File	BAM index file for reads aligned to reference	TheiaViral_ONT
assembly_to_ref_bam	File	BAM file of reads aligned to reference	TheiaViral_ONT
bcftools_docker	String	Docker image used for bcftools	TheiaViral_ONT
bcftools_filtered_vcf	File	Filtered variant calls in VCF format from bcftools	TheiaViral_ONT
bcftools_version	String	Version of bcftools used	TheiaViral_ONT
clair3_docker	String	Docker image used for Clair3	TheiaViral_ONT
