Terra Task Name	Variable	Type	Description	Default Value	Terra Status	Workflow	Classification
digger_denovo	megahit_docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/theiagen/megahit:1.2.9	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	docker
digger_denovo	megahit_memory	Int	Amount of memory/RAM (in GB) to allocate to the task	16	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	runtime
digger_denovo	min_contig_length	Int	Minimum contig length to retain in final assembly	200	Optional	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	general
digger_denovo	pilon_cpu	Int	Number of CPUs to allocate to the task	8	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	runtime
digger_denovo	pilon_disk_size	Int	Amount of storage (in GB) to allocate to the task	100	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	runtime
digger_denovo	pilon_docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/biocontainers/pilon:1.24--hdfd78af_0	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	docker
digger_denovo	pilon_fix	String	Potential issues with assembly to try and automatically fix (snps, indels, gaps, local, all, bases, none)	bases	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	general
digger_denovo	pilon_memory	Int	Amount of memory/RAM (in GB) to allocate to the task	32	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	runtime
digger_denovo	pilon_min_base_quality	Int	Minimum base quality to keep	3	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	general
digger_denovo	pilon_min_depth	Float	Minimum coverage threshold for variant calling: when set to a value ≥1, it requires that absolute depth of coverage; when set to a fraction <1, it requires coverage at least that fraction of the mean coverage for the region	0.25	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	general
digger_denovo	pilon_min_mapping_quality	Int	Minimum mapping quality for a read to count in pileups	60	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	general
digger_denovo	read2	File	Internal component, do not modify		Optional	TheiaProk_Illumina_SE	general
digger_denovo	run_filter_contigs	Boolean	Whether to run contig filtering step	TRUE	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	general
digger_denovo	skesa_cpu	Int	Number of CPUs to allocate to the task	4	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	runtime
digger_denovo	skesa_disk_size	Int	Amount of storage (in GB) to allocate to the task	50	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	runtime
digger_denovo	skesa_docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/staphb/skesa:2.4.0	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	docker
digger_denovo	skesa_memory	Int	Amount of memory/RAM (in GB) to allocate to the task	4	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	runtime
digger_denovo	spades_cpu	Int	Number of CPUs to allocate to the task	16	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	runtime
digger_denovo	spades_disk_size	Int	Amount of storage (in GB) to allocate to the task	100	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	runtime
digger_denovo	spades_docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/staphb/spades:4.1.0	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	docker
digger_denovo	spades_memory	Int	Amount of memory/RAM (in GB) to allocate to the task	32	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	runtime
digger_denovo	spades_type	String	SPAdes assembly mode (isolate, meta, rna, etc.), more can be found [here](https://ablab.github.io/spades/running.html)	isolate	Optional	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	general
dorado_basecall	cpu	Int	Number of CPUs to allocate to the task	8	Optional	Dorado_Basecalling	runtime
dorado_basecall	disk_size	Int	Amount of storage (in GB) to allocate to the task	100	Optional	Dorado_Basecalling	runtime
dorado_basecall	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/staphb/dorado:0.9.0-cuda12.2.0	Optional	Dorado_Basecalling	docker
dorado_basecall	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	32	Optional	Dorado_Basecalling	runtime
dorado_basecalling	custom_primers	File	A FASTA file containing custom primer sequences for PCR primer trimming during demultiplexing.		Optional	Dorado_Basecalling	general
dorado_basecalling	demux_no_trim	Boolean	Set to true to disable barcode trimming during demultiplexing.	FALSE	Optional	Dorado_Basecalling	general
dorado_basecalling	dorado_model	String	The model to use during basecalling ('sup' for super accuracy, 'hac' for high accuracy, or 'fast' for high speed). Users may also specify a full model name (see above for more details).	sup	Optional	Dorado_Basecalling	general
dorado_basecalling	number_chunks	Int	The number of chunks to split the input files into for basecalling; increasing chunk size can decrease runtime, though too high of a chunk size will be detrimental instead of beneficial due to resource allocation and quota limits	4	Optional	Dorado_Basecalling	general
dorado_demux	cpu	Int	Number of CPUs to allocate to the task	4	Optional	Dorado_Basecalling	runtime
dorado_demux	disk_size	Int	Amount of storage (in GB) to allocate to the task	100	Optional	Dorado_Basecalling	runtime
dorado_demux	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/staphb/dorado:0.9.0-cuda12.2.0	Optional	Dorado_Basecalling	docker
dorado_demux	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	16	Optional	Dorado_Basecalling	runtime
dorado_trim	cpu	Int	Number of CPUs to allocate to the task	4	Optional	Dorado_Basecalling	runtime
dorado_trim	disk_size	Int	Amount of storage (in GB) to allocate to the task	100	Optional	Dorado_Basecalling	runtime
dorado_trim	docker	String	The Docker container to use for the task. This is not the most up-to-date image since there is a bug with this Dorado subcommand in v0.9.0	us-docker.pkg.dev/general-theiagen/staphb/dorado:0.8.3	Optional	Dorado_Basecalling	docker
dorado_trim	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	16	Optional	Dorado_Basecalling	runtime
download_accession	cpu	Int	Number of CPUs to allocate to the task	1	Optional	Host_Decontaminate	runtime
download_accession	disk_size	Int	Amount of storage (in GB) to allocate to the task	50	Optional	Host_Decontaminate	runtime
download_accession	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/staphb/ncbi-datasets:16.38.1	Optional	Host_Decontaminate	docker
download_accession	include_gbff	Boolean	Set to true if you would like the GenBank Flat File (GBFF) file included in the output. It contains nucleotide sequence, metadata, and annotations.	FALSE	Optional	Host_Decontaminate	general
download_accession	include_gff3	Boolean	Set to true if you would like the Genomic Feature File v3 (GFF3) file included in the output. It contains nucleotide sequence, metadata, and annotations	FALSE	Optional	Host_Decontaminate	general
download_accession	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	4	Optional	Host_Decontaminate	runtime
download_accession	use_ncbi_virus	Boolean	Set to true to download from NCBI Virus Datasets	FALSE	Optional	Host_Decontaminate	general
download_terra_table	cpu	Int	Number of CPUs to allocate to the task	1	Optional	CZGenEpi_Prep, Mercury_Prep_N_Batch, Terra_2_ENA  	runtime
download_terra_table	disk_size	Int	Amount of storage (in GB) to allocate to the task	10	Optional	CZGenEpi_Prep, Mercury_Prep_N_Batch, Terra_2_ENA	runtime
download_terra_table	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/theiagen/terra-tools:2023-06-21	Optional	CZGenEpi_Prep, Mercury_Prep_N_Batch, Terra_2_ENA	docker
download_terra_table	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	2	Optional	CZGenEpi_Prep, Mercury_Prep_N_Batch, Terra_2_ENA  	runtime
export_taxon_table	cpu	Int	Number of CPUs to allocate to the task	1	Optional	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	runtime
export_taxon_table	disk_size	Int	Amount of storage (in GB) to allocate to the task	25	Optional	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	runtime
export_taxon_table	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/theiagen/terra-tools:2023-06-21	Optional	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	docker
export_taxon_table	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	2	Optional	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	runtime
export_two_tsvs	cpu	Int	Number of CPUs to allocate to the task	1	Optional	TheiaValidate	runtime
export_two_tsvs	disk_size	Int	Amount of storage (in GB) to allocate to the task	10	Optional	TheiaValidate	runtime
export_two_tsvs	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/theiagen/terra-tools:2023-03-16	Optional	TheiaValidate	docker
export_two_tsvs	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	1	Optional	TheiaValidate	runtime
fasta_to_ids	cpu	Int	Number of CPUs to allocate to the task	1	Optional	Augur	runtime
fasta_to_ids	disk_size	Int	Amount of storage (in GB) to allocate to the task	375	Optional	Augur	runtime
fasta_to_ids	docker	String	The Docker container to use for the task	ubuntu	Optional	Augur	docker
fasta_to_ids	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	1	Optional	Augur	runtime
fasta_utilities	cpu	Int	Number of CPUs to allocate to the task	1	Optional	TheiaViral_ONT	runtime
fasta_utilities	disk_size	Int	Amount of storage (in GB) to allocate to the task	100	Optional	TheiaViral_ONT	runtime
fasta_utilities	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/staphb/samtools:1.17	Optional	TheiaViral_ONT	docker
fasta_utilities	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	8	Optional	TheiaViral_ONT	runtime
fastq_scan_clean_reads	cpu	Int	Number of CPUs to allocate to the task	1	Optional	TheiaCoV_ClearLabs	runtime
fastq_scan_clean_reads	disk_size	Int	Amount of storage (in GB) to allocate to the task	50	Optional	TheiaCoV_ClearLabs	runtime
fastq_scan_clean_reads	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/biocontainers/fastq-scan:1.0.1--h4ac6f70_3	Optional	TheiaCoV_ClearLabs	docker
fastq_scan_clean_reads	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	2	Optional	TheiaCoV_ClearLabs	runtime
fastq_scan_clean_reads	read1_name	String	Internal component, do not modify		Optional	TheiaCoV_ClearLabs	general
fastq_scan_raw_reads	cpu	Int	Number of CPUs to allocate to the task	1	Optional	TheiaCoV_ClearLabs	runtime
fastq_scan_raw_reads	disk_size	Int	Amount of storage (in GB) to allocate to the task	50	Optional	TheiaCoV_ClearLabs	runtime
fastq_scan_raw_reads	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/biocontainers/fastq-scan:1.0.1--h4ac6f70_3	Optional	TheiaCoV_ClearLabs	docker
fastq_scan_raw_reads	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	2	Optional	TheiaCoV_ClearLabs	runtime
fastq_scan_raw_reads	read1_name	String	Internal component, do not modify		Optional	TheiaCoV_ClearLabs	general
fetch_bs	cpu	Int	Number of CPUs to allocate to the task	2	Optional	BaseSpace_Fetch	runtime
fetch_bs	disk_size	Int	Amount of storage (in GB) to allocate to the task	100	Optional	BaseSpace_Fetch	runtime
fetch_bs	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/theiagen/basespace_cli:1.2.1	Optional	BaseSpace_Fetch	docker
fetch_bs	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	8	Optional	BaseSpace_Fetch	runtime
fetch_sra_to_fastq	cpu	Int	Number of CPUs to allocate to the task	2	Optional	SRA_Fetch	runtime
fetch_sra_to_fastq	disk_size	Int	Amount of storage (in GB) to allocate to the task	100	Optional	SRA_Fetch	runtime
fetch_sra_to_fastq	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/biocontainers/fastq-dl:2.0.4--pyhdfd78af_0	Optional	SRA_Fetch	docker
fetch_sra_to_fastq	fastq_dl_opts	String	Additional parameters to pass to fastq_dl from here	"--provider sra"	Optional	SRA_Fetch	general
fetch_sra_to_fastq	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	8	Optional	SRA_Fetch	runtime
fetch_srr	cpu	Int	Number of CPUs to allocate to the task	2	Optional	Fetch_SRR_Accession	runtime
fetch_srr	disk_size	Int	Amount of storage (in GB) to allocate to the task	10	Optional	Fetch_SRR_Accession	runtime
fetch_srr	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/biocontainers/fastq-dl:2.0.4--pyhdfd78af_0	Optional	Fetch_SRR_Accession	docker
fetch_srr	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	8	Optional	Fetch_SRR_Accession	runtime
filter_sequences_by_length	cpu	Int	Number of CPUs to allocate to the task	1	Optional	Augur	runtime
filter_sequences_by_length	disk_size	Int	Amount of storage (in GB) to allocate to the task	300	Optional	Augur	runtime
filter_sequences_by_length	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/broadinstitute/viral-core:2.1.33	Optional	Augur	docker
filter_sequences_by_length	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	1	Optional	Augur	runtime
find_files	cpu	Int	Number of CPUs to allocate to the task	1	Optional	Dorado_Basecalling	runtime
find_files	disk_size	Int	Amount of storage (in GB) to allocate to the task	25	Optional	Dorado_Basecalling	runtime
find_files	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/cloudsdktool/google-cloud-cli:427.0.0-alpine	Optional	Dorado_Basecalling	docker
find_files	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	2	Optional	Dorado_Basecalling	runtime
flu_track	abricate_flu_cpu	Int	Number of CPUs to allocate to the task	2	Optional	TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE	runtime
flu_track	abricate_flu_disk_size	Int	Amount of storage (in GB) to allocate to the task	100	Optional	TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE	runtime
flu_track	abricate_flu_docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/staphb/abricate:1.0.1-insaflu-220727	Optional	TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE	docker
flu_track	abricate_flu_memory	Int	Amount of memory/RAM (in GB) to allocate to the task	4	Optional	TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE	runtime
flu_track	abricate_flu_min_percent_coverage	Int	Minimum DNA percent coverage	60	Optional	TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE	general
flu_track	abricate_flu_min_percent_identity	Int	Minimum DNA percent identity	70	Optional	TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE	general
flu_track	antiviral_aa_subs	String	Additional list of antiviral resistance associated amino acid substitutions of interest to be searched against those called on the sample segments. They take the format of :, e.g. NA:A26V		Optional	TheiaCoV_ONT, TheiaCoV_Illumina_PE, TheiaCoV_FASTA	general
flu_track	assembly_fasta	File	Internal component, do not modify		Optional	TheiaCoV_ONT, TheiaCoV_Illumina_PE	general
flu_track	assembly_metrics_cpu	Int	Internal component, do not modify		Optional	TheiaCoV_FASTA	general
flu_track	assembly_metrics_cpu	Int	Number of CPUs to allocate to the task	2	Optional	TheiaCoV_Illumina_PE, TheiaCoV_ONT	runtime
flu_track	assembly_metrics_disk_size	Int	Amount of storage (in GB) to allocate to the task	100	Optional	TheiaCoV_Illumina_PE, TheiaCoV_ONT	runtime
flu_track	assembly_metrics_disk_size	Int	Internal component, do not modify		Optional	TheiaCoV_FASTA	general
flu_track	assembly_metrics_docker	String	Internal component, do not modify		Optional	TheiaCoV_FASTA	general
flu_track	assembly_metrics_docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/staphb/samtools:1.15	Optional	TheiaCoV_Illumina_PE, TheiaCoV_ONT	docker
